"","swis_code","reassessed","appointed","year","cohort"
"18999","464400",100,1,"2010",15
"19000","464400",100,1,"2011",15
"19026","464800",0,0,"1987",23
"19027","464800",100,0,"1988",23
"19028","464800",0,0,"1989",23
"19029","464800",0,1,"1990",23
"19030","464800",0,1,"1991",23
"19031","464800",0,1,"1992",23
"19032","464800",0,1,"1993",23
"19033","464800",0,1,"1994",23
"19034","464800",0,1,"1995",23
"19035","464800",0,1,"1996",23
"19036","464800",0,1,"1997",23
"19037","464800",0,1,"1998",23
"19038","464800",0,1,"1999",23
"19039","464800",0,1,"2000",23
"19040","464800",0,1,"2001",23
"19041","464800",0,1,"2002",23
"19042","464800",0,1,"2003",23
"19043","464800",0,1,"2004",23
"19044","464800",0,1,"2005",23
"19045","464800",0,1,"2006",23
"19046","464800",0,1,"2007",23
"19047","464800",100,1,"2008",23
"19048","464800",100,1,"2009",23
"19049","464800",100,1,"2010",23
"19050","464800",100,1,"2011",23
"19051","465000",0,0,"1987",25
"19052","465000",0,1,"1988",25
"19053","465000",0,1,"1989",25
"19054","465000",0,1,"1990",25
"19055","465000",0,1,"1991",25
"19056","465000",0,1,"1992",25
"19057","465000",0,1,"1993",25
"19058","465000",0,1,"1994",25
"19059","465000",100,1,"1995",25
"19060","465000",0,1,"1996",25
"19061","465000",0,1,"1997",25
"19062","465000",0,1,"1998",25
"19063","465000",0,1,"1999",25
"19064","465000",100,1,"2000",25
"19065","465000",100,1,"2001",25
"19066","465000",100,1,"2002",25
"19067","465000",100,1,"2003",25
"19068","465000",100,1,"2004",25
"19069","465000",100,1,"2005",25
"19070","465000",100,1,"2006",25
"19071","465000",100,1,"2007",25
"19072","465000",100,1,"2008",25
"19073","465000",100,1,"2009",25
"19074","465000",100,1,"2010",25
"19075","465000",100,1,"2011",25
"19076","465200",0,0,"1987",25
"19077","465200",0,1,"1988",25
"19078","465200",0,1,"1989",25
"19079","465200",0,1,"1990",25
"19080","465200",0,1,"1991",25
"19081","465200",0,1,"1992",25
"19082","465200",100,1,"1993",25
"19083","465200",0,1,"1994",25
"19084","465200",0,1,"1995",25
"19085","465200",0,1,"1996",25
"19086","465200",0,1,"1997",25
"19087","465200",0,1,"1998",25
"19088","465200",0,1,"1999",25
"19089","465200",0,1,"2000",25
"19090","465200",0,1,"2001",25
"19091","465200",0,1,"2002",25
"19092","465200",0,1,"2003",25
"19093","465200",0,1,"2004",25
"19094","465200",0,1,"2005",25
"19095","465200",0,1,"2006",25
"19096","465200",0,1,"2007",25
"19097","465200",100,1,"2008",25
"19098","465200",0,1,"2009",25
"19099","465200",0,1,"2010",25
"19100","465200",0,1,"2011",25
"19101","465400",0,0,"1987",21
"19102","465400",0,0,"1988",21
"19103","465400",0,0,"1989",21
"19104","465400",0,0,"1990",21
"19105","465400",0,0,"1991",21
"19106","465400",0,1,"1992",21
"19107","465400",0,1,"1993",21
"19108","465400",100,1,"1994",21
"19109","465400",0,1,"1995",21
"19110","465400",0,1,"1996",21
"19111","465400",0,1,"1997",21
"19112","465400",0,1,"1998",21
"19113","465400",0,1,"1999",21
"19114","465400",0,1,"2000",21
"19115","465400",0,1,"2001",21
"19116","465400",0,1,"2002",21
"19117","465400",0,1,"2003",21
"19118","465400",0,1,"2004",21
"19119","465400",0,1,"2005",21
"19120","465400",0,1,"2006",21
"19121","465400",0,1,"2007",21
"19122","465400",0,1,"2008",21
"19123","465400",0,1,"2009",21
"19124","465400",0,1,"2010",21
"19125","465400",0,1,"2011",21
"19126","465600",0,0,"1987",1
"19127","465600",0,0,"1988",1
"19128","465600",0,0,"1989",1
"19129","465600",0,0,"1990",1
"19130","465600",0,0,"1991",1
"19131","465600",0,0,"1992",1
"19132","465600",0,0,"1993",1
"19133","465600",0,0,"1994",1
"19134","465600",0,0,"1995",1
"19135","465600",0,0,"1996",1
"19136","465600",0,0,"1997",1
"19137","465600",0,0,"1998",1
"19138","465600",0,0,"1999",1
"19139","465600",0,0,"2000",1
"19140","465600",0,0,"2001",1
"19141","465600",0,0,"2002",1
"19142","465600",0,0,"2003",1
"19143","465600",0,0,"2004",1
"19144","465600",0,0,"2005",1
"19145","465600",0,0,"2006",1
"19146","465600",0,0,"2007",1
"19147","465600",0,0,"2008",1
"19148","465600",0,0,"2009",1
"19149","465600",0,0,"2010",1
"19150","465600",0,0,"2011",1
"19151","465800",0,0,"1987",1
"19152","465800",0,0,"1988",1
"19153","465800",0,0,"1989",1
"19154","465800",0,0,"1990",1
"19155","465800",0,0,"1991",1
"19156","465800",0,0,"1992",1
"19157","465800",0,0,"1993",1
"19158","465800",0,0,"1994",1
"19159","465800",0,0,"1995",1
"19160","465800",0,0,"1996",1
"19161","465800",0,0,"1997",1
"19162","465800",0,0,"1998",1
"19163","465800",0,0,"1999",1
"19164","465800",0,0,"2000",1
"19165","465800",0,0,"2001",1
"19166","465800",0,0,"2002",1
"19167","465800",0,0,"2003",1
"19168","465800",0,0,"2004",1
"19169","465800",0,0,"2005",1
"19170","465800",0,0,"2006",1
"19171","465800",0,0,"2007",1
"19172","465800",0,0,"2008",1
"19173","465800",0,0,"2009",1
"19174","465800",0,0,"2010",1
"19175","465800",0,0,"2011",1
"19201","466200",0,0,"1987",17
"19202","466200",0,0,"1988",17
"19203","466200",0,0,"1989",17
"19204","466200",0,0,"1990",17
"19205","466200",0,0,"1991",17
"19206","466200",0,0,"1992",17
"19207","466200",0,0,"1993",17
"19208","466200",0,0,"1994",17
"19209","466200",100,0,"1995",17
"19210","466200",0,1,"1996",17
"19211","466200",0,1,"1997",17
"19212","466200",0,1,"1998",17
"19213","466200",0,1,"1999",17
"19214","466200",0,1,"2000",17
"19215","466200",0,1,"2001",17
"19216","466200",0,1,"2002",17
"19217","466200",0,1,"2003",17
"19218","466200",0,1,"2004",17
"19219","466200",0,1,"2005",17
"19220","466200",0,1,"2006",17
"19221","466200",0,1,"2007",17
"19222","466200",0,1,"2008",17
"19223","466200",0,1,"2009",17
"19224","466200",0,1,"2010",17
"19225","466200",100,1,"2011",17
"19251","466600",0,0,"1987",1
"19252","466600",0,0,"1988",1
"19253","466600",0,0,"1989",1
"19254","466600",0,0,"1990",1
"19255","466600",0,0,"1991",1
"19256","466600",0,0,"1992",1
"19257","466600",0,0,"1993",1
"19258","466600",0,0,"1994",1
"19259","466600",0,0,"1995",1
"19260","466600",0,0,"1996",1
"19261","466600",0,0,"1997",1
"19262","466600",0,0,"1998",1
"19263","466600",0,0,"1999",1
"19264","466600",0,0,"2000",1
"19265","466600",0,0,"2001",1
"19266","466600",0,0,"2002",1
"19267","466600",0,0,"2003",1
"19268","466600",0,0,"2004",1
"19269","466600",0,0,"2005",1
"19270","466600",0,0,"2006",1
"19271","466600",0,0,"2007",1
"19272","466600",0,0,"2008",1
"19273","466600",0,0,"2009",1
"19274","466600",0,0,"2010",1
"19275","466600",0,0,"2011",1
"19276","466800",0,0,"1987",15
"19277","466800",0,0,"1988",15
"19278","466800",0,0,"1989",15
"19279","466800",0,0,"1990",15
"19280","466800",0,0,"1991",15
"19281","466800",0,0,"1992",15
"19282","466800",0,0,"1993",15
"19283","466800",100,0,"1994",15
"19284","466800",0,0,"1995",15
"19285","466800",0,0,"1996",15
"19286","466800",0,0,"1997",15
"19287","466800",0,1,"1998",15
"19288","466800",0,1,"1999",15
"19289","466800",0,1,"2000",15
"19290","466800",0,1,"2001",15
"19291","466800",0,1,"2002",15
"19292","466800",0,1,"2003",15
"19293","466800",0,1,"2004",15
"19294","466800",0,1,"2005",15
"19295","466800",0,1,"2006",15
"19296","466800",0,1,"2007",15
"19297","466800",0,1,"2008",15
"19298","466800",0,1,"2009",15
"19299","466800",0,1,"2010",15
"19300","466800",0,1,"2011",15
"19301","467000",0,0,"1987",1
"19302","467000",0,0,"1988",1
"19303","467000",0,0,"1989",1
"19304","467000",0,0,"1990",1
"19305","467000",0,0,"1991",1
"19306","467000",0,0,"1992",1
"19307","467000",0,0,"1993",1
"19308","467000",0,0,"1994",1
"19309","467000",0,0,"1995",1
"19310","467000",0,0,"1996",1
"19311","467000",0,0,"1997",1
"19312","467000",0,0,"1998",1
"19313","467000",0,0,"1999",1
"19314","467000",0,0,"2000",1
"19315","467000",0,0,"2001",1
"19316","467000",0,0,"2002",1
"19317","467000",0,0,"2003",1
"19318","467000",0,0,"2004",1
"19319","467000",0,0,"2005",1
"19320","467000",0,0,"2006",1
"19321","467000",0,0,"2007",1
"19322","467000",0,0,"2008",1
"19323","467000",0,0,"2009",1
"19324","467000",0,0,"2010",1
"19325","467000",0,0,"2011",1
"19376","467600",0,0,"1987",17
"19377","467600",0,0,"1988",17
"19378","467600",0,0,"1989",17
"19379","467600",0,0,"1990",17
"19380","467600",0,0,"1991",17
"19381","467600",0,0,"1992",17
"19382","467600",0,0,"1993",17
"19383","467600",100,0,"1994",17
"19384","467600",0,0,"1995",17
"19385","467600",0,1,"1996",17
"19386","467600",0,1,"1997",17
"19387","467600",0,1,"1998",17
"19388","467600",0,1,"1999",17
"19389","467600",0,1,"2000",17
"19390","467600",0,1,"2001",17
"19391","467600",0,1,"2002",17
"19392","467600",0,1,"2003",17
"19393","467600",0,1,"2004",17
"19394","467600",0,1,"2005",17
"19395","467600",0,1,"2006",17
"19396","467600",0,1,"2007",17
"19397","467600",100,1,"2008",17
"19398","467600",100,1,"2009",17
"19399","467600",100,1,"2010",17
"19400","467600",100,1,"2011",17
"19401","467800",0,0,"1987",19
"19402","467800",0,0,"1988",19
"19403","467800",0,0,"1989",19
"19404","467800",0,0,"1990",19
"19405","467800",0,0,"1991",19
"19406","467800",0,0,"1992",19
"19407","467800",0,0,"1993",19
"19408","467800",0,1,"1994",19
"19409","467800",0,1,"1995",19
"19410","467800",0,1,"1996",19
"19411","467800",0,1,"1997",19
"19412","467800",100,1,"1998",19
"19413","467800",0,1,"1999",19
"19414","467800",0,1,"2000",19
"19415","467800",0,1,"2001",19
"19416","467800",0,1,"2002",19
"19417","467800",0,1,"2003",19
"19418","467800",0,1,"2004",19
"19419","467800",0,1,"2005",19
"19420","467800",0,1,"2006",19
"19421","467800",0,1,"2007",19
"19422","467800",0,1,"2008",19
"19423","467800",0,1,"2009",19
"19424","467800",0,1,"2010",19
"19425","467800",0,1,"2011",19
"19426","468000",0,0,"1987",10
"19427","468000",0,0,"1988",10
"19428","468000",0,0,"1989",10
"19429","468000",0,0,"1990",10
"19430","468000",0,0,"1991",10
"19431","468000",0,0,"1992",10
"19432","468000",0,0,"1993",10
"19433","468000",100,0,"1994",10
"19434","468000",0,0,"1995",10
"19435","468000",0,0,"1996",10
"19436","468000",0,0,"1997",10
"19437","468000",0,0,"1998",10
"19438","468000",0,0,"1999",10
"19439","468000",0,0,"2000",10
"19440","468000",0,0,"2001",10
"19441","468000",0,0,"2002",10
"19442","468000",0,1,"2003",10
"19443","468000",0,1,"2004",10
"19444","468000",0,1,"2005",10
"19445","468000",0,1,"2006",10
"19446","468000",100,1,"2007",10
"19447","468000",100,1,"2008",10
"19448","468000",100,1,"2009",10
"19449","468000",100,1,"2010",10
"19450","468000",100,1,"2011",10
"19451","468200",0,0,"1987",14
"19452","468200",0,0,"1988",14
"19453","468200",0,0,"1989",14
"19454","468200",0,0,"1990",14
"19455","468200",0,0,"1991",14
"19456","468200",0,0,"1992",14
"19457","468200",0,0,"1993",14
"19458","468200",0,0,"1994",14
"19459","468200",0,0,"1995",14
"19460","468200",0,0,"1996",14
"19461","468200",0,0,"1997",14
"19462","468200",0,0,"1998",14
"19463","468200",0,1,"1999",14
"19464","468200",0,1,"2000",14
"19465","468200",0,1,"2001",14
"19466","468200",0,1,"2002",14
"19467","468200",0,1,"2003",14
"19468","468200",100,1,"2004",14
"19469","468200",100,1,"2005",14
"19470","468200",100,1,"2006",14
"19471","468200",100,1,"2007",14
"19472","468200",100,1,"2008",14
"19473","468200",0,1,"2009",14
"19474","468200",100,1,"2010",14
"19475","468200",0,1,"2011",14
"19526","472400",0,0,"1987",1
"19527","472400",0,0,"1988",1
"19528","472400",0,0,"1989",1
"19529","472400",0,0,"1990",1
"19530","472400",0,0,"1991",1
"19531","472400",0,0,"1992",1
"19532","472400",0,0,"1993",1
"19533","472400",0,0,"1994",1
"19534","472400",0,0,"1995",1
"19535","472400",0,0,"1996",1
"19536","472400",0,0,"1997",1
"19537","472400",0,0,"1998",1
"19538","472400",0,0,"1999",1
"19539","472400",0,0,"2000",1
"19540","472400",0,0,"2001",1
"19541","472400",0,0,"2002",1
"19542","472400",0,0,"2003",1
"19543","472400",0,0,"2004",1
"19544","472400",0,0,"2005",1
"19545","472400",0,0,"2006",1
"19546","472400",0,0,"2007",1
"19547","472400",0,0,"2008",1
"19548","472400",0,0,"2009",1
"19549","472400",0,0,"2010",1
"19550","472400",0,0,"2011",1
"19601","473000",0,0,"1987",1
"19602","473000",0,0,"1988",1
"19603","473000",0,0,"1989",1
"19604","473000",0,0,"1990",1
"19605","473000",0,0,"1991",1
"19606","473000",0,0,"1992",1
"19607","473000",0,0,"1993",1
"19608","473000",0,0,"1994",1
"19609","473000",0,0,"1995",1
"19610","473000",0,0,"1996",1
"19611","473000",0,0,"1997",1
"19612","473000",0,0,"1998",1
"19613","473000",0,0,"1999",1
"19614","473000",0,0,"2000",1
"19615","473000",0,0,"2001",1
"19616","473000",0,0,"2002",1
"19617","473000",0,0,"2003",1
"19618","473000",0,0,"2004",1
"19619","473000",0,0,"2005",1
"19620","473000",0,0,"2006",1
"19621","473000",0,0,"2007",1
"19622","473000",0,0,"2008",1
"19623","473000",0,0,"2009",1
"19624","473000",0,0,"2010",1
"19625","473000",0,0,"2011",1
"19626","473200",0,0,"1987",1
"19627","473200",0,0,"1988",1
"19628","473200",0,0,"1989",1
"19629","473200",0,0,"1990",1
"19630","473200",0,0,"1991",1
"19631","473200",0,0,"1992",1
"19632","473200",0,0,"1993",1
"19633","473200",0,0,"1994",1
"19634","473200",0,0,"1995",1
"19635","473200",100,0,"1996",1
"19636","473200",0,0,"1997",1
"19637","473200",0,0,"1998",1
"19638","473200",0,0,"1999",1
"19639","473200",0,0,"2000",1
"19640","473200",0,0,"2001",1
"19641","473200",100,0,"2002",1
"19642","473200",100,0,"2003",1
"19643","473200",100,0,"2004",1
"19644","473200",100,0,"2005",1
"19645","473200",100,0,"2006",1
"19646","473200",100,0,"2007",1
"19647","473200",100,0,"2008",1
"19648","473200",100,0,"2009",1
"19649","473200",100,0,"2010",1
"19650","473200",100,0,"2011",1
"19701","473800",0,0,"1987",1
"19702","473800",0,0,"1988",1
"19703","473800",0,0,"1989",1
"19704","473800",0,0,"1990",1
"19705","473800",0,0,"1991",1
"19706","473800",0,0,"1992",1
"19707","473800",0,0,"1993",1
"19708","473800",0,0,"1994",1
"19709","473800",0,0,"1995",1
"19710","473800",0,0,"1996",1
"19711","473800",0,0,"1997",1
"19712","473800",0,0,"1998",1
"19713","473800",0,0,"1999",1
"19714","473800",0,0,"2000",1
"19715","473800",0,0,"2001",1
"19716","473800",0,0,"2002",1
"19717","473800",0,0,"2003",1
"19718","473800",0,0,"2004",1
"19719","473800",0,0,"2005",1
"19720","473800",0,0,"2006",1
"19721","473800",0,0,"2007",1
"19722","473800",0,0,"2008",1
"19723","473800",0,0,"2009",1
"19724","473800",0,0,"2010",1
"19725","473800",0,0,"2011",1
"19726","482000",0,0,"1987",23
"19727","482000",0,0,"1988",23
"19728","482000",0,0,"1989",23
"19729","482000",0,1,"1990",23
"19730","482000",100,1,"1991",23
"19731","482000",0,1,"1992",23
"19732","482000",0,1,"1993",23
"19733","482000",0,1,"1994",23
"19734","482000",0,1,"1995",23
"19735","482000",100,1,"1996",23
"19736","482000",0,1,"1997",23
"19737","482000",0,1,"1998",23
"19738","482000",0,1,"1999",23
"19739","482000",0,1,"2000",23
"19740","482000",0,1,"2001",23
"19741","482000",0,1,"2002",23
"19742","482000",0,1,"2003",23
"19743","482000",0,1,"2004",23
"19744","482000",0,1,"2005",23
"19745","482000",0,1,"2006",23
"19746","482000",0,1,"2007",23
"19747","482000",0,1,"2008",23
"19748","482000",0,1,"2009",23
"19749","482000",0,1,"2010",23
"19750","482000",0,1,"2011",23
"19801","482600",0,0,"1987",1
"19802","482600",0,0,"1988",1
"19803","482600",0,0,"1989",1
"19804","482600",0,0,"1990",1
"19805","482600",100,0,"1991",1
"19806","482600",0,0,"1992",1
"19807","482600",0,0,"1993",1
"19808","482600",0,0,"1994",1
"19809","482600",0,0,"1995",1
"19810","482600",0,0,"1996",1
"19811","482600",0,0,"1997",1
"19812","482600",0,0,"1998",1
"19813","482600",0,0,"1999",1
"19814","482600",0,0,"2000",1
"19815","482600",0,0,"2001",1
"19816","482600",0,0,"2002",1
"19817","482600",0,0,"2003",1
"19818","482600",0,0,"2004",1
"19819","482600",0,0,"2005",1
"19820","482600",0,0,"2006",1
"19821","482600",0,0,"2007",1
"19822","482600",0,0,"2008",1
"19823","482600",0,0,"2009",1
"19824","482600",0,0,"2010",1
"19825","482600",0,0,"2011",1
"19851","483000",0,0,"1987",14
"19852","483000",0,0,"1988",14
"19853","483000",0,0,"1989",14
"19854","483000",0,0,"1990",14
"19855","483000",0,0,"1991",14
"19856","483000",0,0,"1992",14
"19857","483000",0,0,"1993",14
"19858","483000",0,0,"1994",14
"19859","483000",0,0,"1995",14
"19860","483000",0,0,"1996",14
"19861","483000",0,0,"1997",14
"19862","483000",0,0,"1998",14
"19863","483000",0,1,"1999",14
"19864","483000",0,1,"2000",14
"19865","483000",0,1,"2001",14
"19866","483000",0,1,"2002",14
"19867","483000",0,1,"2003",14
"19868","483000",0,1,"2004",14
"19869","483000",0,1,"2005",14
"19870","483000",0,1,"2006",14
"19871","483000",0,1,"2007",14
"19872","483000",0,1,"2008",14
"19873","483000",0,1,"2009",14
"19874","483000",0,1,"2010",14
"19875","483000",0,1,"2011",14
"19876","483200",0,0,"1987",14
"19877","483200",0,0,"1988",14
"19878","483200",0,0,"1989",14
"19879","483200",0,0,"1990",14
"19880","483200",100,0,"1991",14
"19881","483200",0,0,"1992",14
"19882","483200",0,0,"1993",14
"19883","483200",0,0,"1994",14
"19884","483200",100,0,"1995",14
"19885","483200",0,0,"1996",14
"19886","483200",0,0,"1997",14
"19887","483200",0,0,"1998",14
"19888","483200",0,1,"1999",14
"19889","483200",0,1,"2000",14
"19890","483200",0,1,"2001",14
"19891","483200",100,1,"2002",14
"19892","483200",0,1,"2003",14
"19893","483200",0,1,"2004",14
"19894","483200",0,1,"2005",14
"19895","483200",0,1,"2006",14
"19896","483200",0,1,"2007",14
"19897","483200",0,1,"2008",14
"19898","483200",0,1,"2009",14
"19899","483200",0,1,"2010",14
"19900","483200",0,1,"2011",14
"19901","483400",0,0,"1987",14
"19902","483400",0,0,"1988",14
"19903","483400",100,0,"1989",14
"19904","483400",0,0,"1990",14
"19905","483400",0,0,"1991",14
"19906","483400",0,0,"1992",14
"19907","483400",0,0,"1993",14
"19908","483400",0,0,"1994",14
"19909","483400",0,0,"1995",14
"19910","483400",0,0,"1996",14
"19911","483400",0,0,"1997",14
"19912","483400",0,0,"1998",14
"19913","483400",0,1,"1999",14
"19914","483400",100,1,"2000",14
"19915","483400",0,1,"2001",14
"19916","483400",0,1,"2002",14
"19917","483400",100,1,"2003",14
"19918","483400",100,1,"2004",14
"19919","483400",100,1,"2005",14
"19920","483400",100,1,"2006",14
"19921","483400",100,1,"2007",14
"19922","483400",100,1,"2008",14
"19923","483400",0,1,"2009",14
"19924","483400",0,1,"2010",14
"19925","483400",0,1,"2011",14
"19951","483800",0,0,"1987",20
"19952","483800",0,0,"1988",20
"19953","483800",0,0,"1989",20
"19954","483800",0,0,"1990",20
"19955","483800",0,0,"1991",20
"19956","483800",0,0,"1992",20
"19957","483800",0,1,"1993",20
"19958","483800",0,1,"1994",20
"19959","483800",100,1,"1995",20
"19960","483800",0,1,"1996",20
"19961","483800",0,1,"1997",20
"19962","483800",0,1,"1998",20
"19963","483800",0,1,"1999",20
"19964","483800",100,1,"2000",20
"19965","483800",0,1,"2001",20
"19966","483800",0,1,"2002",20
"19967","483800",100,1,"2003",20
"19968","483800",100,1,"2004",20
"19969","483800",100,1,"2005",20
"19970","483800",100,1,"2006",20
"19971","483800",100,1,"2007",20
"19972","483800",100,1,"2008",20
"19973","483800",0,1,"2009",20
"19974","483800",100,1,"2010",20
"19975","483800",100,1,"2011",20
"19976","484000",0,0,"1987",19
"19977","484000",0,0,"1988",19
"19978","484000",0,0,"1989",19
"19979","484000",0,0,"1990",19
"19980","484000",0,0,"1991",19
"19981","484000",0,0,"1992",19
"19982","484000",0,0,"1993",19
"19983","484000",0,1,"1994",19
"19984","484000",0,1,"1995",19
"19985","484000",0,1,"1996",19
"19986","484000",0,1,"1997",19
"19987","484000",0,1,"1998",19
"19988","484000",100,1,"1999",19
"19989","484000",0,1,"2000",19
"19990","484000",0,1,"2001",19
"19991","484000",0,1,"2002",19
"19992","484000",0,1,"2003",19
"19993","484000",0,1,"2004",19
"19994","484000",0,1,"2005",19
"19995","484000",0,1,"2006",19
"19996","484000",0,1,"2007",19
"19997","484000",0,1,"2008",19
"19998","484000",0,1,"2009",19
"19999","484000",0,1,"2010",19
"20000","484000",0,1,"2011",19
"20001","484200",0,0,"1987",5
"20002","484200",0,0,"1988",5
"20003","484200",0,0,"1989",5
"20004","484200",0,0,"1990",5
"20005","484200",0,0,"1991",5
"20006","484200",0,0,"1992",5
"20007","484200",0,0,"1993",5
"20008","484200",0,0,"1994",5
"20009","484200",0,0,"1995",5
"20010","484200",0,0,"1996",5
"20011","484200",0,0,"1997",5
"20012","484200",0,0,"1998",5
"20013","484200",0,0,"1999",5
"20014","484200",0,0,"2000",5
"20015","484200",0,0,"2001",5
"20016","484200",0,0,"2002",5
"20017","484200",0,0,"2003",5
"20018","484200",0,0,"2004",5
"20019","484200",0,0,"2005",5
"20020","484200",0,0,"2006",5
"20021","484200",0,0,"2007",5
"20022","484200",0,1,"2008",5
"20023","484200",0,1,"2009",5
"20024","484200",0,1,"2010",5
"20025","484200",0,1,"2011",5
"20101","492000",0,0,"1987",8
"20102","492000",0,0,"1988",8
"20103","492000",0,0,"1989",8
"20104","492000",0,0,"1990",8
"20105","492000",0,0,"1991",8
"20106","492000",0,0,"1992",8
"20107","492000",0,0,"1993",8
"20108","492000",0,0,"1994",8
"20109","492000",0,0,"1995",8
"20110","492000",0,0,"1996",8
"20111","492000",0,0,"1997",8
"20112","492000",0,0,"1998",8
"20113","492000",0,0,"1999",8
"20114","492000",0,0,"2000",8
"20115","492000",0,0,"2001",8
"20116","492000",0,0,"2002",8
"20117","492000",0,0,"2003",8
"20118","492000",0,0,"2004",8
"20119","492000",0,1,"2005",8
"20120","492000",0,1,"2006",8
"20121","492000",0,1,"2007",8
"20122","492000",100,1,"2008",8
"20123","492000",100,1,"2009",8
"20124","492000",100,1,"2010",8
"20125","492000",100,1,"2011",8
"20126","492200",0,0,"1987",23
"20127","492200",0,0,"1988",23
"20128","492200",0,0,"1989",23
"20129","492200",0,1,"1990",23
"20130","492200",0,1,"1991",23
"20131","492200",0,1,"1992",23
"20132","492200",0,1,"1993",23
"20133","492200",0,1,"1994",23
"20134","492200",0,1,"1995",23
"20135","492200",0,1,"1996",23
"20136","492200",0,1,"1997",23
"20137","492200",0,1,"1998",23
"20138","492200",0,1,"1999",23
"20139","492200",0,1,"2000",23
"20140","492200",0,1,"2001",23
"20141","492200",0,1,"2002",23
"20142","492200",0,1,"2003",23
"20143","492200",0,1,"2004",23
"20144","492200",0,1,"2005",23
"20145","492200",0,1,"2006",23
"20146","492200",0,1,"2007",23
"20147","492200",0,1,"2008",23
"20148","492200",100,1,"2009",23
"20149","492200",100,1,"2010",23
"20150","492200",100,1,"2011",23
"20201","492800",0,0,"1987",15
"20202","492800",0,0,"1988",15
"20203","492800",0,0,"1989",15
"20204","492800",0,0,"1990",15
"20205","492800",0,0,"1991",15
"20206","492800",0,0,"1992",15
"20207","492800",0,0,"1993",15
"20208","492800",0,0,"1994",15
"20209","492800",0,0,"1995",15
"20210","492800",0,0,"1996",15
"20211","492800",0,0,"1997",15
"20212","492800",0,1,"1998",15
"20213","492800",0,1,"1999",15
"20214","492800",0,1,"2000",15
"20215","492800",0,1,"2001",15
"20216","492800",0,1,"2002",15
"20217","492800",0,1,"2003",15
"20218","492800",0,1,"2004",15
"20219","492800",0,1,"2005",15
"20220","492800",0,1,"2006",15
"20221","492800",0,1,"2007",15
"20222","492800",0,1,"2008",15
"20223","492800",0,1,"2009",15
"20224","492800",0,1,"2010",15
"20225","492800",0,1,"2011",15
"20251","493200",0,0,"1987",15
"20252","493200",0,0,"1988",15
"20253","493200",0,0,"1989",15
"20254","493200",0,0,"1990",15
"20255","493200",0,0,"1991",15
"20256","493200",0,0,"1992",15
"20257","493200",0,0,"1993",15
"20258","493200",100,0,"1994",15
"20259","493200",0,0,"1995",15
"20260","493200",0,0,"1996",15
"20261","493200",0,0,"1997",15
"20262","493200",0,1,"1998",15
"20263","493200",0,1,"1999",15
"20264","493200",0,1,"2000",15
"20265","493200",0,1,"2001",15
"20266","493200",0,1,"2002",15
"20267","493200",0,1,"2003",15
"20268","493200",0,1,"2004",15
"20269","493200",0,1,"2005",15
"20270","493200",0,1,"2006",15
"20271","493200",100,1,"2007",15
"20272","493200",100,1,"2008",15
"20273","493200",100,1,"2009",15
"20274","493200",100,1,"2010",15
"20275","493200",100,1,"2011",15
"20276","493400",0,0,"1987",4
"20277","493400",0,0,"1988",4
"20278","493400",0,0,"1989",4
"20279","493400",0,0,"1990",4
"20280","493400",0,0,"1991",4
"20281","493400",0,0,"1992",4
"20282","493400",0,0,"1993",4
"20283","493400",0,0,"1994",4
"20284","493400",0,0,"1995",4
"20285","493400",0,0,"1996",4
"20286","493400",0,0,"1997",4
"20287","493400",0,0,"1998",4
"20288","493400",0,0,"1999",4
"20289","493400",0,0,"2000",4
"20290","493400",0,0,"2001",4
"20291","493400",0,0,"2002",4
"20292","493400",0,0,"2003",4
"20293","493400",0,0,"2004",4
"20294","493400",0,0,"2005",4
"20295","493400",0,0,"2006",4
"20296","493400",0,0,"2007",4
"20297","493400",0,0,"2008",4
"20298","493400",0,1,"2009",4
"20299","493400",0,1,"2010",4
"20300","493400",100,1,"2011",4
"20301","493600",0,0,"1987",23
"20302","493600",0,0,"1988",23
"20303","493600",0,0,"1989",23
"20304","493600",0,1,"1990",23
"20305","493600",0,1,"1991",23
"20306","493600",0,1,"1992",23
"20307","493600",0,1,"1993",23
"20308","493600",0,1,"1994",23
"20309","493600",0,1,"1995",23
"20310","493600",0,1,"1996",23
"20311","493600",0,1,"1997",23
"20312","493600",0,1,"1998",23
"20313","493600",0,1,"1999",23
"20314","493600",0,1,"2000",23
"20315","493600",0,1,"2001",23
"20316","493600",0,1,"2002",23
"20317","493600",0,1,"2003",23
"20318","493600",0,1,"2004",23
"20319","493600",0,1,"2005",23
"20320","493600",0,1,"2006",23
"20321","493600",0,1,"2007",23
"20322","493600",0,1,"2008",23
"20323","493600",0,1,"2009",23
"20324","493600",0,1,"2010",23
"20325","493600",0,1,"2011",23
"20351","512200",0,0,"1987",17
"20352","512200",0,0,"1988",17
"20353","512200",0,0,"1989",17
"20354","512200",0,0,"1990",17
"20355","512200",0,0,"1991",17
"20356","512200",0,0,"1992",17
"20357","512200",0,0,"1993",17
"20358","512200",0,0,"1994",17
"20359","512200",0,0,"1995",17
"20360","512200",100,1,"1996",17
"20361","512200",0,1,"1997",17
"20362","512200",0,1,"1998",17
"20363","512200",0,1,"1999",17
"20364","512200",0,1,"2000",17
"20365","512200",100,1,"2001",17
"20366","512200",100,1,"2002",17
"20367","512200",100,1,"2003",17
"20368","512200",0,1,"2004",17
"20369","512200",0,1,"2005",17
"20370","512200",0,1,"2006",17
