"outcome","treatment","began_convo","age","gender","partyideology","pre_therm_voter_outparty_rescaled"
-0.453093546440682,1,TRUE,41,"Male",5,-0.505032860687873
-0.864886257092021,1,TRUE,50,"Male",2,-1.40654494772948
0.782284585513333,0,TRUE,43,"Male",4,0.884798273501272
-1.61360027645809,0,TRUE,19,"Male",3,0.509168237233935
0.0710062671155664,1,TRUE,56,"Male",4,-0.279654838927471
0.22074907098878,0,TRUE,37,"Female",4,0.471605233607202
0.819720286481636,0,TRUE,25,"Female",3,0.847235269874538
0.707413183576726,1,TRUE,55,"Female",4,0.847235269874538
1.30638439906958,1,TRUE,24,"Male",1,-0.129402824420536
-0.827450556123717,1,TRUE,39,"Female",2,-0.730410882448275
0.333056173893691,0,TRUE,64,"Female",1,0.471605233607202
0.85715598744994,1,TRUE,28,"Male",3,-0.692847878821541
-0.00386513482104053,0,TRUE,36,"Male",5,0.0208491900863981
0.96946309035485,0,TRUE,47,"Female",3,0.809672266247805
-0.939757659028628,0,TRUE,21,"Female",2,-0.655284875194807
0.258184771957084,1,TRUE,35,"Female",2,0.509168237233935
-1.23924326677506,0,TRUE,64,"Female",2,-1.21872992959581
-0.116172237725951,0,TRUE,46,"Male",2,-0.279654838927471
0.0710062671155664,0,TRUE,41,"Male",3,-0.279654838927471
-0.303350742567468,1,TRUE,26,"Male",4,-1.06847791508888
-0.715143453218807,1,TRUE,23,"Female",5,-0.730410882448275
-0.864886257092021,1,TRUE,34,"Male",3,-0.655284875194807
0.669977482608422,0,TRUE,57,"Female",2,0.0959751973398654
-1.35155036967997,0,TRUE,28,"Male",2,-1.10604091871561
1.19407729616467,0,TRUE,24,"Male",3,1.41068032427554
-0.490529247408986,1,TRUE,39,"Male",1,-1.21872992959581
-0.00386513482104053,0,TRUE,18,"Male",2,0.621857248114136
0.258184771957084,1,TRUE,55,"Male",4,-0.655284875194807
-1.12693616387015,1,TRUE,19,"Female",1,-1.33141894047601
-0.490529247408986,0,TRUE,22,"Male",2,-0.655284875194807
-0.0787365367576475,0,TRUE,65,"Female",3,0.0959751973398654
1.41869150197449,1,TRUE,56,"Male",4,-0.655284875194807
-0.864886257092021,1,TRUE,22,"Male",2,-0.467469857061139
1.38125580100619,1,TRUE,63,"Female",3,0.0584121937131317
-0.340786443535772,0,TRUE,23,"Male",2,-0.279654838927471
0.333056173893691,0,TRUE,52,"Female",2,0.509168237233935
2.12996982037226,1,TRUE,46,"Female",2,2.34975541494388
-0.490529247408986,0,TRUE,26,"Female",4,0.171101204593333
